Subset Code,Subset Name,NCIt Concept Code,NCIt Preferred Term,NCIt Definition,UBERON Code,UBERON Preferred Term,UBERON Synonyms(s),UBERON Definition
C198975,UBERON Terminology,C12777,Radius Bone,The long bone of the forearm that extends from the lateral aspect of the elbow to the thumb-side of the wrist.,UBERON:0001423,radius bone,,The major preaxial endochondral bone in the anterior zeugopod[Phenoscape].
C198975,UBERON Terminology,C54188,Rectosigmoid Region,The area where the sigmoid colon joins the rectum.,UBERON:0036214,rectosigmoid junction,,An anatomical junction that is between the sigmoid colon and rectum.
C198975,UBERON Terminology,C12390,Rectum,"The terminal portion of the gastrointestinal tract, extending from the rectosigmoid junction to the anal canal.",UBERON:0001052,rectum,terminal portion of intestine,"The terminal portion of the intestinal tube, terminating with the anus."
C198975,UBERON Terminology,C12887,Renal Pelvis,The funnel-shaped proximal portion of the ureter located within the kidney into which urine is secreted from the collecting duct system of the kidney.,UBERON:0001224,renal pelvis,,A funnel shaped proximal portion of the ureter that is formed by convergence of the major calices [MP].
C198975,UBERON Terminology,C12413,Urinary System,The organs involved in the creation and excretion of urine.,UBERON:0001008,renal system,,"The renal system in an anatomical system that maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products."
C198975,UBERON Terminology,C12779,Respiratory System,"The organs involved in the exchange of carbon dioxide and oxygen including the trachea, bronchi, and lung parenchyma.",UBERON:0001004,respiratory system,,Functional system which consists of structures involved in respiration.
C198975,UBERON Terminology,C12780,Reticuloendothelial System,"A network of phagocytic cells, primarily monocytes and macrophages, located in the connective tissue of the bone marrow, spleen, and liver that are involved in the clearance of bacteria, toxins, exogenous antigens, and immune complexes from the blood and tissues, as well as cytotoxicity against tumor cells.",UBERON:0000363,reticuloendothelial system,,"A part of the immune system that consists of the phagocytic cells located in reticular connective tissue. The cells are primarily monocytes and macrophages, and they accumulate in lymph nodes and the spleen. The Kupffer cells of the liver and tissue histiocytes are also part of the RES[WP]."
C198975,UBERON Terminology,C12343,Retina,A light-sensitive membrane that lines the back wall of the eyeball. The retina is continuous with the optic nerve and this way transmits optical images to the brain.,UBERON:0000966,retina,inner layer of eyeball || retina of camera-type eye || tunica interna of eyeball,"The retina is the innermost layer or coating at the back of the eyeball, which is sensitive to light and in which the optic nerve terminates."
C198975,UBERON Terminology,C54223,Retromolar Trigone,A triangular-shaped area of mucosa located posterior the last mandibular molar tooth.,UBERON:0012376,retromolar triangle,,The small area behind the wisdom teeth.
C198975,UBERON Terminology,C98189,Retroperitoneal Lymph Node,A lymph node located in the retroperitoneal space.,UBERON:0035371,retroperitoneal lymph node,retroperitoneal node,A lymph node located in the retroperitoneal space.
C198975,UBERON Terminology,C12298,Retroperitoneum,The back of the abdomen where the kidneys lie and the great blood vessels run.,UBERON:0003693,retroperitoneal space,retroperitoneum || spatium retroperitoneale,Anatomical space in the abdominal cavity behind (retro) the peritoneum. It has no specific delineating anatomical structures. Organs are retroperitoneal if they only have peritoneum on their anterior side.
C198975,UBERON Terminology,C12782,Rib,"Any one of the paired bones, 12 on either side, extending from the thoracic vertebrae toward the median line on the ventral aspect of the trunk. The long curved bones which form the rib cage. Generally, ribs 1 to 7 are connected to the sternum by their costal cartilages and are called true ribs, whereas ribs 8 to 12 are termed false ribs.",UBERON:0002228,rib,,An intersegmental rod-shaped bone that forms in the peritoneal membrane and attach to the vertebral parapophyses.
C198975,UBERON Terminology,C12426,Salivary Gland,An exocrine gland that secretes saliva. Salivary glands are mostly located in and around the oral cavity.,UBERON:0001044,saliva-secreting gland,,Saliva-secreting exocrine glands of the oral cavity[GO].
C198975,UBERON Terminology,C89807,Scalp,The skin which covers the top of the head and which is usually covered by hair.,UBERON:0000403,scalp,,The outer covering of the calvaria. It is composed of several layers: SKIN; subcutaneous connective tissue; the occipitofrontal muscle which includes the tendonous galea aponeurotica; Loose connective tissue; and the pericranium (the PERIOSTEUM of the SKULL).
C198975,UBERON Terminology,C12783,Scapula,The flat triangle-shaped bone that connects the humerus with the clavicle in the back of the shoulder.,UBERON:0006849,scapula,scapulae,Endochondral bone that is dorsoventrally compressed and provides attachment site for muscles of the pectoral appendage.
C198975,UBERON Terminology,C52810,Sciatic Nerve,"The long nerve that is formed by the merging of the ventral rami of the L4, L5, and S1 in the pelvis and passes down the lower limb where it divides into the common peroneal and tibial nerves.",UBERON:0001322,sciatic nerve,,"A large nerve that supplies nearly the whole of the skin of the leg, the muscles of the back of the thigh, and those of the leg and foot. It begins in the lower back and runs through the buttock and down the lower limb."
C198975,UBERON Terminology,C12785,Scrotum,The musculocutaneous pouch that encloses the testicles.,UBERON:0001300,scrotum,,"The external sac of skin that encloses the testes. It is an extension of the abdomen, and in placentals is located between the penis and anus."
C198975,UBERON Terminology,C12497,Sella Turcica,A bony prominence situated on the upper surface of the body of the sphenoid bone housing the pituitary gland.,UBERON:0003689,sella turcica,,"The sella turcica is a saddle-shaped depression in the sphenoid bone at the base of the human skull. [WP,unvetted]."
C198975,UBERON Terminology,C12787,Seminal Vesicle,"One of the two paired glands in the male genitourinary system, posterior to the bladder and superior to the prostate gland, that produces fructose-rich seminal fluid which is a component of semen. These glands join the ipsilateral ductus deferens to form the ejaculatory duct.",UBERON:0000998,seminal vesicle,,Either of a pair of glandular pouches that lie one on either side of the male reproductive tract posterolateral to the urinary bladder and in the human male secrete a sugar- and protein-containing fluid into the ejaculatory duct.
C198975,UBERON Terminology,C25203,Shoulder,The region of the body between the neck and the upper arm.,UBERON:0001467,shoulder,shoulder region,"A subdivision of the pectoral complex consisting of the structures in the region of the shoulder joint (which connects the humerus, scapula and clavicle)."
C198975,UBERON Terminology,C12384,Sigmoid Colon,The portion of the colon that connects to the descending colon above and the rectum below.,UBERON:0001159,sigmoid colon,,"The part of the large intestine that is closest to the rectum and anus. It forms a loop that averages about 40 cm. in length, and normally lies within the pelvis, but on account of its freedom of movement it is liable to be displaced into the abdominal cavity."
C198975,UBERON Terminology,C13044,Joint,The connection point between two bones or skeletal elements. The joint may be fixed or movable.,UBERON:0000982,skeletal joint,,"Anatomical cluster that consists of two or more adjacent skeletal structures, which may be interconnected by various types of tissue."
C198975,UBERON Terminology,C13050,Skeletal Muscle Tissue,Striated muscles that are under voluntary control of the organism.  They are connected at either or both ends to a bone and are utilized for locomotion and other movements.,UBERON:0001134,skeletal muscle tissue,,Muscle tissue that consists primarily of skeletal muscle fibers.
C198975,UBERON Terminology,C12470,Skin,"An organ that constitutes the external surface of the body. It consists of the epidermis, dermis, and skin appendages.",UBERON:0000014 || UBERON:0002097,skin of body,entire skin || skin organ,The organ covering the body that consists of the dermis and epidermis.
C198975,UBERON Terminology,C33561,Skin of the Face,The integumentary covering of the face.,UBERON:1000021,skin of face,,A zone of skin that is part of the face.
C198975,UBERON Terminology,C52756,Neck Skin,The integumentary covering of the neck.,UBERON:0001417,skin of neck,,A zone of skin that is part of a neck [Automatically generated definition].
C198975,UBERON Terminology,C12295,Skin of the Trunk,The skin or integument surrounding the trunk of the body.,UBERON:0001085,skin of trunk,,A zone of skin that is part of a trunk [Automatically generated definition].
C198975,UBERON Terminology,C12789,Skull,"The bones that form the head, made up of the bones of the braincase and face.",UBERON:0003128,skull,,Anatomical structure that is part of the head consisting entirely of cranium and mandible.
C198975,UBERON Terminology,C12386,Small Intestine,"The section of the intestines between the pylorus and cecum. The small intestine is approximately 20 feet long and consists of the duodenum, the jejunum, and the ileum. Its main function is to absorb nutrients from food as the food is transported to the large intestine.",UBERON:0002108,small intestine,small bowel || small intestine,"Subdivision of digestive tract that connects the stomach to the large intestine and is where much of the digestion and absorption of food takes place (with the exception of ruminants). The mammalian small intestine is long and coiled and can be differentiated histologically into: duodenum, jejunum, ileum."
C198975,UBERON Terminology,C12231,Soft Palate,The muscular extension of the hard palate which comprises the posterior of the oral cavity and the floor of the nasal cavity.,UBERON:0001733,soft palate,,"The muscular, non-bony arch-shaped posterior portion of the palate extending from the posterior edge of the hard palate."
C198975,UBERON Terminology,C12329,Spermatic Cord,"A tube-like structure composed of the vas deferens and surrounding tissue layers, that runs from the abdomen to each of the testicles.",UBERON:0005352,spermatic cord,,The cord-like structure in males comprising the vas deferens and associated tissue that runs from the abdomen down to each testis[MP].
C198975,UBERON Terminology,C12464,Spinal Cord,"The elongated, approximately cylindrical part of the central nervous system of vertebrates that lies in the vertebral canal and from which the spinal nerves emerge.",UBERON:0002240,spinal cord,,"Part of the central nervous system located in the vertebral canal continuous with and caudal to the brain; demarcated from brain by plane of foramen magnum. It is composed of an inner core of gray matter in which nerve cells predominate, and an outer layer of white matter in which myelinated nerve fibers predominate, and surrounds the central canal."
C198975,UBERON Terminology,C12432,Spleen,"An organ that is part of the hematopoietic and immune systems. It is composed of the white pulp and the red pulp and is surrounded by a capsule. It is located in the left hypochondriac region. Its functions include lymphocyte production, blood cell storage, and blood cell destruction.",UBERON:0002106,spleen,,The organ that functions to filter blood and to store red corpuscles and platelets.
C198975,UBERON Terminology,C12267,Splenic Flexure,The bend at the junction of the transverse and descending colon.,UBERON:0022276,splenic flexure of colon,flexura coli splenica || left colic flexure || splenic flexure,"The splenic (or left colic) flexure is a sharp bend between the transverse and the descending colon in the left upper quadrant of humans. The left colic flexure is near the spleen, and hence called the splenic flexure. There are two colic flexures in the transverse colon; the other being the hepatic flexure in the right upper quadrant."
C198975,UBERON Terminology,C142320,Splenic Lymph Node,"Any lymph node located along the splenic artery that receives afferent drainage from the pancreas, spleen, and stomach, and which generally has their efferents join the celiac group of preaortic lymph nodes.",UBERON:0015469,splenic lymph node,,"The splenic lymph nodes (or pancreaticolienal) accompany the lienal (splenic) artery, and are situated in relation to the posterior surface and upper border of the pancreas; one or two members of this group are found in the gastrolienal ligament. Their afferents are derived from the stomach, spleen, and pancreas, their efferents join the celiac group of preaortic glands."
C198975,UBERON Terminology,C12793,Sternum,"The long, flat bone connecting with the cartilages of the first seven ribs and the clavicle.",UBERON:0000975,sternum,vertebrate sternum,A midventral endochondral skeletal element which represents the origin site of the pectoral muscles.
C198975,UBERON Terminology,C12391,Stomach,"The primary organ of food digestion. It is located under the diaphragm, between the liver and the spleen as well as between the esophagus and the small intestine.",UBERON:0000945,stomach,,"An expanded region of the vertebrate alimentary tract that serves as a food storage compartment and digestive organ. A stomach is lined, in whole or in part by a glandular epithelium."
C198975,UBERON Terminology,C12280,Subglottis,The area of the larynx below the vocal cords down to the trachea.,UBERON:0036068,subglottis,infraglottic part of larynx || subglottic larynx || subglottic region,"The lower portion of the larynx, extending from just beneath the vocal cords down to the top of the trachea."
C198975,UBERON Terminology,C12234,Sublingual Salivary Gland,A salivary gland located under the tongue in the floor of the oral cavity.,UBERON:0001832,sublingual gland,Rivinus' gland || ductus sublingualis,"The small mucin-producing salivary glands in the floor of the mouth beneath the tongue, anterior to the submandibular gland."
C198975,UBERON Terminology,C12233,Submandibular Salivary Gland,One of a pair of major salivary glands located below the floor of the mouth.,UBERON:0001736,submandibular gland,mandibular gland || mandibular salivary gland || submandibular salivary gland,Either of the paired compound tubuloalveolar (aka tubuloacinar) major salivary glands composed of both serous and mucous secretory cells and situated beneath the mandible.
C198975,UBERON Terminology,C77650,Submandibular Lymph Node,A lymph node located beneath the floor of the oral cavity.,UBERON:0002520,submandibular lymph node,submandibular node,"The submandibular lymph nodes (submaxillary glands in older texts), three to six in number, are placed beneath the body of the mandible in the submaxillary triangle, and rest on the superficial surface of the submaxillary salivary gland. One gland, the middle gland of Stahr, which lies on the external maxillary artery as it turns over the mandible, is the most constant of the series; small lymph glands are sometimes found on the deep surface of the submaxillary salivary glands. The afferents of the submaxillary glands drain the medial palpebral commissure, the cheek, the side of the nose, the upper lip, the lateral part of the lower lip, the gums, and the anterior part of the margin of the tongue. Efferent vessels from the facial and submental glands also enter the submaxillary glands. Their efferent vessels pass to the superior deep cervical glands."
C198975,UBERON Terminology,C12454,Subthalamic Nucleus,"The paired, biconvex cluster of neurons located under the thalamus that plays a major role in the motor cortico-basal ganglia-thalamo-cortical circuit. The subthalamic nucleus is primary involved in the control of voluntary movement.",UBERON:0001906,subthalamic nucleus,body of Forel || body of Luys || nucleus of Luys || nucleus of corpus luysii || nucleus subthalamicus || subthalamic nucleus (of Luys),The subthalamic nucleus is the lens-shaped nucleus located in the ventral part of the subthalamus on the inner aspect of the internal capsule that is concerned with the integration of somatic motor function.
C198975,UBERON Terminology,C12903,Supraclavicular Lymph Node,A lymph node which is located above the clavicle.,UBERON:0035279,supraclavicular lymph node,nodus lymphaticus supraclavicularis axillae || supraclavicular node,A lymph node which is located above the clavicle.
C198975,UBERON Terminology,C12279,Supraglottis,"The upper part of the larynx, including the epiglottis; the area above the vocal cords.",UBERON:0036263,supraglottic part of larynx,supraglottic larynx || supraglottis,"The upper part of the larynx, including the epiglottis; the area above the vocal cords."
C198975,UBERON Terminology,C12473,Synovial Membrane,The inner layer of the connective tissue that seals the joint.,UBERON:0002018,synovial membrane of synovial joint,membrana synovialis (capsula articularis) || membrana synovialis capsulae articularis || stratum synoviale || stratum synoviale (capsula articularis),Soft tissue that lines the non-cartilaginous surfaces within joints with cavities (synovial joints).
C198975,UBERON Terminology,C12271,Tail of the Pancreas,The left extremity of the pancreas within the lienorenal ligament.,UBERON:0001151,tail of pancreas,,"The tail of the pancreas, located anatomically left near the hilum of the spleen, is not simply an anatomical distinction. The tail is the only part of the pancreas which contains Pancreatic Polypeptide (PP) cells, which are responsible for secreting pancreatic polypeptide to coordinate exocrine and islet enzyme release. PP cells are found in the tail&apos;s periphery. Beta cells and delta cells are found in the central part of the tail as with the rest of the pancreas. The cells described above are located exclusively in the islet cells; their secretions reach exocrine portions of the pancreas via the capillary network surrounding the islet cell populations. [WP,unvetted]."
C198975,UBERON Terminology,C177768,Temporal Lobe Cortex,"The grey matter, or outermost layer of the temporal lobe.",UBERON:0016538,temporal cortex,cortex of temporal lobe || temporal lobe cortex || temporal neocortex,"Gray matter of the temporal region of the neocortex, located in the temporal lobe in gyrencephalic animals."
C198975,UBERON Terminology,C12353,Temporal Lobe,One of the cerebral lobes. It is located inferior to the frontal and parietal lobes and anterior to the occipital lobe.,UBERON:0001871,temporal lobe,,Lower lateral part of the cerebral hemisphere. (MSH).
C198975,UBERON Terminology,C13045,Tendon,A band of fibrous connective tissue that joins bone to muscle.,UBERON:0000043,tendon,,Dense regular connective tissue that connects muscle to bone.
C198975,UBERON Terminology,C12412,Testis,Either of the paired male reproductive glands that produce the male germ cells and the male hormones.,UBERON:0000473,testis,gonad of male genitalia || gonad of male reproductive system || male gonad || testicle,A gonad of a male animal. A gonad produces and releases sperm.
C198975,UBERON Terminology,C12251,Thoracic Esophagus,"Clinical esophageal segment composed of smooth muscle. It includes the middle third topographic segment, as well as parts of the upper and lower thirds.",UBERON:0035216,thoracic part of esophagus,,Zone of esophagus located in the thorax.
C198975,UBERON Terminology,C69315,Thoracic Spine,"The vertebrae of the thoracic spine, numbered one through twelve in man.",UBERON:0006073,thoracic region of vertebral column,axial skeleton thoracic region || columna vertebralis thoracicus || thoracic spine || thoracic vertebrae series || thoracic vertebral column,That part of the spine comprising the thoracic vertebrae.
C198975,UBERON Terminology,C12894,Thoracic Spinal Cord,The portion of the spinal cord located in the thoracic region.,UBERON:0003038,thoracic spinal cord,,"The thoracic nerves are the spinal nerves emerging from the thoracic vertebrae. [WP,unvetted]."
C198975,UBERON Terminology,C54272,Throat,The narrow passage from the mouth to the cavity at the back of the mouth.,UBERON:0000341,throat,,"In anatomy, the throat is the anterior part of the neck, in front of the vertebral column. It consists of the pharynx and larynx. An important feature of the throat is the epiglottis, a flap which separates the esophagus from the trachea and prevents inhalation of food or drink. The throat contains various blood vessels, various pharyngeal muscles, the trachea (windpipe) and the esophagus. The hyoid bone and the clavicle are the only bones located in the throat of mammals. It is sometimes considered a synonym for fauces."
C198975,UBERON Terminology,C12433,Thymus Gland,"A bi-lobed organ surrounded by a connective tissue capsule. It is located in the upper anterior portion of the chest, behind the sternum. It is composed predominantly of lymphocytes and fewer epithelial cells. Connective tissue septa separate the lobes into lobules. The lobules contain an outer portion (cortical zone) which is rich in lymphocytes and an inner portion (medullary zone) which is rich in epithelial cells. It is an organ essential for the development of the immune system. Its function is the maturation of the progenitor lymphoid cells to thymocytes and subsequently to mature T-cells. It reaches its greatest weight at puberty and subsequently begins to involute.",UBERON:0002370,thymus,thymus gland || thymus organ,Anatomical structure of largely lymphoid tissue that functions in cell-mediated immunity by being the site where T cells develop.
C198975,UBERON Terminology,C12400,Thyroid Gland,An endocrine gland located at the base of the neck that produces and secretes thyroxine and other hormones. Thyroxine is important for metabolic control.,UBERON:0002046,thyroid gland,thyroid,"A two-lobed endocrine gland found in all vertebrates, located in front of and on either side of the trachea in humans, and producing various hormones, such as triiodothyronine and calcitonin."
C198975,UBERON Terminology,C12800,Tibia,"A bone located between the femur and the tarsus, being part of the lower leg.",UBERON:0000979,tibia,shankbone || shinbone,The major preaxial endochondral bone in the posterior zeugopod.
C198975,UBERON Terminology,C12422,Tongue,The muscular organ located in the floor of the mouth and serving as the principal organ of taste and modification of the voice in speech.,UBERON:0001723,tongue,,A muscular organ in the floor of the mouth.
C198975,UBERON Terminology,C12802,Tonsil,The two organs situated in the throat on either side of the narrow passage from the mouth to the pharynx. They are composed of lymphoid tissues.,UBERON:0002372,tonsil,,Either of the two small almond-shaped masses of lymph tissue found on either side of the oropharynx.
C198975,UBERON Terminology,C12428,Trachea,"The fibrocartilaginous, mucous-lined tube passing from the larynx to the bronchi.",UBERON:0003126,trachea,cartilaginous trachea || vertebrate trachea || windpipe,The trachea is the portion of the airway that attaches to the bronchi as it branches.
C198975,UBERON Terminology,C12385,Transverse Colon,The third division of the colon (large intestine). It communicates with the ascending colon in the upper right-hand quadrant of the abdomen and the descending colon in the upper left-hand quadrant.,UBERON:0001157,transverse colon,colon transversum,"The proximal-distal subdivision of colon that runs transversely across the upper part of the abdomen, from the right to the left colic flexure. Continuous with the descending colon."
C198975,UBERON Terminology,C12331,Bladder Trigone,The triangular area in the bladder mucosa that is formed by the two ureteral orifices and the urethral orifice.,UBERON:0001257,trigone of urinary bladder,,The smooth triangular region of the wall of the urinary bladder formed by the two ureteral orifices and the internal urethral orifice; it is an area in which the muscle fibers are closely adherent to the mucosa.
C198975,UBERON Terminology,C33816,Trunk,The body excluding the head and neck and limbs.,UBERON:0002100,trunk,thoracolumbar region || torso || trunk region,"Organism subdivision which is the part of the body posterior to the cervical region (or head, when cervical region not present) and anterior to the caudal region. Includes the sacrum when present."
C198975,UBERON Terminology,C34320,Umbilical Cord,Extraembryonic structure that connects the fetus to the placenta. It contains two arteries and one vein.,UBERON:0002331,umbilical cord,chorda umbilicalis || funiculus umbilicalis,The connecting cord from the developing embryo to the placenta.
C198975,UBERON Terminology,C12253,Upper Third of the Esophagus,The upper one third of esophagus in which the muscle layer is composed of muscle cells of the striated type.,UBERON:0013472,upper esophagus,,The upper one third of esophagus in which the muscle layer is composed of muscle cells of the striated type.
C198975,UBERON Terminology,C12301,Upper-Inner Quadrant of the Breast,The quarter of the breast which is superior and medial.,UBERON:0035542,upper inner quadrant of breast,,The quarter of the breast which is superior and medial.
C198975,UBERON Terminology,C12285,Upper Lobe of the Lung,The upper-most lobe of either lung.,UBERON:0008948,upper lobe of lung,,A lobe of the lung that is closest to the head.
C198975,UBERON Terminology,C12303,Upper-Outer Quadrant of the Breast,The quarter of the breast which is superior and lateral.,UBERON:0035328,upper outer quadrant of breast,,The quarter of the breast which is superior and lateral.
C198975,UBERON Terminology,C12338,Urachus,A cord of fibrous tissue that extends from the urinary bladder to the umbilicus. The urachus is a remnant of the fetal urinary canal.,UBERON:0002068,urachus,,"A fibrous remnant of the allantoic stalk, a narrow fetal canal connecting the apex of the urinary bladder with the umbilicus located in the space of Retzius, between the transversalis fascia anteriorly and the peritoneum posteriorly. its lumen is normally obliterated during development, transforming the urachus into a solid cord, a functionless remnant that persists throughout life as the median umbilical ligament; failure of complete lumen obliteration may result in distinct congenital urachal remnant anomalies[MP]."
C198975,UBERON Terminology,C12416,Ureter,The thick-walled tube that carries urine from each kidney to the bladder.,UBERON:0000056,ureter,,"Muscular duct that propels urine from the kidneys to the urinary bladder, or related organs."
C198975,UBERON Terminology,C12337,Ureteric Orifice,The opening of the ureter in the bladder that is situated at the lateral angle of the trigone.,UBERON:0012303,ureteral orifice,,"The slit-like opening of either ureter into the bladder; normally, the two ureteral orifices are placed at the posterolateral angles of the urinary bladder trigone while the internal urethral orifice is placed at its anteroinferior angle (apex); wide gaping usually indicates vesicoureteral reflux."
C198975,UBERON Terminology,C12417,Urethra,The tube carrying urine from the bladder to outside of the body.,UBERON:0000057,urethra,,"The fibromuscular tubular canal through which urine is discharged from the bladder to the exterior via the external urinary meatus; in males, the urethra is joined by the ejaculatory ducts and serves as a passageway for semen during ejaculation, as well as a canal for urine during voiding; in females, the urethra is shorter and emerges above the vaginal opening."
C198975,UBERON Terminology,C12414,Bladder,"The distensible sac-like organ that functions as a reservoir of urine, collecting from the kidneys and eliminating via the urethra.",UBERON:0001255,urinary bladder,vesica urinaria,Distensible musculomembranous organ situated in the anterior part of the pelvic cavity in which urine collects before excretion.
C198975,UBERON Terminology,C12311,Cervix Uteri,The lower part of the uterus occupying the region between the isthmus of the uterus and the vagina. It is divided into supravaginal and vaginal portions.,UBERON:0000002,uterine cervix,canalis cervicis uteri || caudal segment of uterus || cervical canal of uterus || cervix uteri || neck of uterus || uterine cervix,"Lower, narrow portion of the uterus where it joins with the top end of the vagina."
C198975,UBERON Terminology,C12405,Uterus,"A hollow, thick-walled, muscular organ located within the pelvic cavity of a woman. Within the uterus the fertilized egg implants and the fetus develops during pregnancy.",UBERON:0000995,uterus,,The female muscular organ of gestation in which the developing embryo or fetus is nourished until birth.
C198975,UBERON Terminology,C12407,Vagina,"The female genital canal, extending from the uterus to the vulva.",UBERON:0000996,vagina,,"A fibromuscular tubular tract leading from the uterus to the exterior of the body in female placental mammals and marsupials, or to the cloaca in female birds, monotremes, and some reptiles."
C198975,UBERON Terminology,C12813,Vas Deferens,Duct carrying spermatozoa.,UBERON:0001000,vas deferens,deferent duct || ductus deferens || vas deferen,A secretory duct that transports sperm from the testis. In mammals this is a continuation of the epididymis and ends in the prostatic urethra where it terminates to form ejaculatory duct.
C198975,UBERON Terminology,C12814,Vein,A blood vessel that carries blood toward the heart.,UBERON:0001638,vein,venous tree organ part,Any of the tubular branching vessels that carry blood from the capillaries toward the heart.
C198975,UBERON Terminology,C12380,Appendix,Small tissue projection existing as a cecal diverticulum with a questionable history of vestigial versus specialized organ.,UBERON:0001154,vermiform appendix,appendix || appendix vermiformis || caecal appendix || cecal appendix,"A blind-ended tube connected to the cecum, from which it develops embryologically."
C198975,UBERON Terminology,C33868,Vertebral Bone,Any of the small bones that comprise the vertebral column. Their inner part consists of cancellous bone covered by cortical bone in the surface.,UBERON:0002412,vertebra,vertebra bone || vertebrae,"The ossified form of a vertebral element, a skeletal element that forms around the notochord and is part of the vertebral column."
C198975,UBERON Terminology,C12998,Vertebral Column,"A series of bones, muscles, tendons, and other tissues reaching from the base of the skull to the tailbone. The vertebral column forms the axis of the skeleton and encloses as well as protects the spinal cord and the fluid surrounding the spinal cord.",UBERON:0001130,vertebral column,,Subdivision of skeletal system that consists of all the vertebra and associated skeletal elements and joints in the body.
C198975,UBERON Terminology,C48941,Bladder Wall,"The tissue layers that form the urinary bladder. They include the mucosa, submucosa, smooth muscle, and serosa.",UBERON:0001256,wall of urinary bladder,,An anatomical wall that lines the insider of a urinary bladder.
C198975,UBERON Terminology,C33894,Wrist Joint,A joint between the distal end of the radius and the proximal row of carpal bones.,UBERON:0001491,wrist joint,carpal region joint || joint of carpal region || joint of wrist,A joint connecting the forelimb zeugopod skeleton with the carpal skeleton.
